text;intent;language
are we still friends?;agent_my_friend;en
are you my best friend?;agent_my_friend;en
are you my friend?;agent_my_friend;en
you're my only friend;agent_my_friend;en
will you be my friend?;agent_my_friend;en
can you be my friend?;agent_my_friend;en
can we become friends?;agent_my_friend;en
can we be friends?;agent_my_friend;en
do you want to be my friend?;agent_my_friend;en
can you be my best friend?;agent_my_friend;en
do you want to be my best friend?;agent_my_friend;en
want to be my friend?;agent_my_friend;en
you'd like to be my friend?;agent_my_friend;en
would you like to be my friend?;agent_my_friend;en
i want you to be my friend;agent_my_friend;en
can we be best friends?;agent_my_friend;en
i'd like you to be my friend;agent_my_friend;en
would you be my friend?;agent_my_friend;en
could you be my friend?;agent_my_friend;en
do you work?;agent_occupation;en
where's your job?;agent_occupation;en
where's your work?;agent_occupation;en
where is your job?;agent_occupation;en
where's your office?;agent_occupation;en
where is your office?;agent_occupation;en
where are your offices?;agent_occupation;en
where's your office located?;agent_occupation;en
your place of business;agent_occupation;en
location of your office;agent_occupation;en
your office place;agent_occupation;en
where is your office located?;agent_occupation;en
were you born here?;agent_origin;en
what's your country?;agent_origin;en
what is your country?;agent_origin;en
where do you come from?;agent_origin;en
where did you come from?;agent_origin;en
where did you get born?;agent_origin;en
what is your homeland?;agent_origin;en
what's your homeland?;agent_origin;en
your country;agent_origin;en
are you ready?;agent_ready;en
are you ready now?;agent_ready;en
are you ready today?;agent_ready;en
are you ready for this night;agent_ready;en
are you ready tonight?;agent_ready;en
were you ready?;agent_ready;en
have you been ready?;agent_ready;en
you're not a ruse;agent_real;en
are you real?;agent_real;en
i think you're real;agent_real;en
i don't think you are fake;agent_real;en
i don't think you're a fake;agent_real;en
i don't think you're fake;agent_real;en
good to know you're real;agent_real;en
are you a real person?;agent_real;en
are you a real human being?;agent_real;en
are you a real human?;agent_real;en
what city do you live in;agent_residence;en
which city do you live in?;agent_residence;en
which city do you live?;agent_residence;en
in what city do you live?;agent_residence;en
your place of residence;agent_residence;en
home;agent_residence;en
what's your hometown?;agent_residence;en
what is your hometown?;agent_residence;en
is it your hometown?;agent_residence;en
where's your hometown?;agent_residence;en
where is your hometown?;agent_residence;en
please tell me more about your city;agent_residence;en
what's your city?;agent_residence;en
what is your city?;agent_residence;en
what's your home?;agent_residence;en
what's your residence?;agent_residence;en
what is your residence?;agent_residence;en
what's your town?;agent_residence;en
what is your town?;agent_residence;en
what's your house?;agent_residence;en
where's your house?;agent_residence;en
where is your house?;agent_residence;en
where's your home?;agent_residence;en
where is your home?;agent_residence;en
where's your residence?;agent_residence;en
where is your residence?;agent_residence;en
you're right;agent_right;en
right?;agent_right;en
the truth?;agent_right;en
that's the truth;agent_right;en
you've got it right;agent_right;en
you have a right;agent_right;en
you're totally right;agent_right;en
you're completely right;agent_right;en
it's perfectly okay;confirmation_yes;en
it's okay;confirmation_yes;en
and it's fine;confirmation_yes;en
come on;confirmation_yes;en
i'm guessing;confirmation_yes;en
why not?;confirmation_yes;en
i don't mind;confirmation_yes;en
i think so;confirmation_yes;en
right?;confirmation_yes;en
but why not?;confirmation_yes;en
yes i'd like to go;confirmation_yes;en
yes i'd like to;confirmation_yes;en
yes i would like to go;confirmation_yes;en
yes i would like to;confirmation_yes;en
obviously why not?;confirmation_yes;en
okay it's okay;confirmation_yes;en
ok?;confirmation_yes;en
are you certain?;agent_sure;en
are you sure?;agent_sure;en
are you sure of it right now?;agent_sure;en
are you sure right now?;agent_sure;en
are you sure of this today?;agent_sure;en
are you sure today?;agent_sure;en
now are you sure?;agent_sure;en
are you sure tonight?;agent_sure;en
why don't you speak with me?;agent_talk_to_me;en
why don't you just talk to me?;agent_talk_to_me;en
why don't you talk to me?;agent_talk_to_me;en
would you like to chat with me?;agent_talk_to_me;en
do you want to talk with me?;agent_talk_to_me;en
do you want to chat to me?;agent_talk_to_me;en
you want to chat with me?;agent_talk_to_me;en
do you want to chat with me?;agent_talk_to_me;en
' do you want to chat with me?;agent_talk_to_me;en
will you talk to me?;agent_talk_to_me;en
please tell me;agent_talk_to_me;en
are you going to talk to me?;agent_talk_to_me;en
are you talking to me?;agent_talk_to_me;en
can you talk to me?;agent_talk_to_me;en
can you chat with me?;agent_talk_to_me;en
can you speak to me?;agent_talk_to_me;en
can you speak with me?;agent_talk_to_me;en
is it possible to talk to me?;agent_talk_to_me;en
can you talk with me?;agent_talk_to_me;en
chat to me;agent_talk_to_me;en
just talk to me;agent_talk_to_me;en
have a chat with me;agent_talk_to_me;en
please speak to me;agent_talk_to_me;en
let me know;agent_talk_to_me;en
are you there?;agent_there;en
are you near me?;agent_there;en
are you here?;agent_there;en
are you still there?;agent_there;en
are you still here?;agent_there;en
it was stupid;appraisal_bad;en
it's a bad thing;appraisal_bad;en
no it's not good;appraisal_bad;en
nothing good;appraisal_bad;en
it's just lame;appraisal_bad;en
i don't think it's an okay idea;appraisal_bad;en
that's awful;appraisal_bad;en
that's horrible;appraisal_bad;en
that's a bad thing;appraisal_bad;en
this is not a good thing;appraisal_bad;en
it's not a good thing;appraisal_bad;en
it's pretty bad;appraisal_bad;en
it's a shame;appraisal_bad;en
the situation is terrible;appraisal_bad;en
so it wasn't right;appraisal_bad;en
it's not great;appraisal_bad;en
happy to hear that;appraisal_good;en
it's all right;appraisal_good;en
it's okay;appraisal_good;en
that's a wonderful situation;appraisal_good;en
it's not a bad thing;appraisal_good;en
this is very good;appraisal_good;en
i'm glad to hear that;appraisal_good;en
happy to hear;appraisal_good;en
glad to hear;appraisal_good;en
it's wonderful;appraisal_good;en
no doubts;appraisal_no_problem;en
no problems;appraisal_no_problem;en
it's not a problem;appraisal_no_problem;en
don't worry it's not a big problem;appraisal_no_problem;en
it's not a problem there's no problem;appraisal_no_problem;en
don't worry it's not a problem;appraisal_no_problem;en
no worries there's no problem;appraisal_no_problem;en
don't worry there is no problem;appraisal_no_problem;en
i appreciate it;appraisal_thank_you;en
thanks for it;appraisal_thank_you;en
thank you very much;appraisal_thank_you;en
thanks for your assistance;appraisal_thank_you;en
thanks for helping;appraisal_thank_you;en
thanks for the aid;appraisal_thank_you;en
thanks for the help;appraisal_thank_you;en
thank you for your assistance;appraisal_thank_you;en
thank you for helping;appraisal_thank_you;en
i'm grateful;appraisal_thank_you;en
thank you it's going to be all right;appraisal_thank_you;en
so thank you;appraisal_thank_you;en
i appreciate your continued support;appraisal_thank_you;en
again i really appreciate you;appraisal_thank_you;en
all right - thank you;appraisal_thank_you;en
all right thanks;appraisal_thank_you;en
that's nice of you;appraisal_thank_you;en
thanks for that;appraisal_thank_you;en
i'm pleased;appraisal_welcome;en
so welcome;appraisal_welcome;en
whatever you want;appraisal_welcome;en
please cancel;confirmation_cancel;en
dismissal;confirmation_cancel;en
don't go there;confirmation_cancel;en
don't worry about it;confirmation_cancel;en
forget about this;confirmation_cancel;en
nothing is cancelled;confirmation_cancel;en
nothing is canceled;confirmation_cancel;en
nothing canceled;confirmation_cancel;en
can you cancel?;confirmation_cancel;en
can you cancel it?;confirmation_cancel;en
can you cancel that?;confirmation_cancel;en
cancel the request;confirmation_cancel;en
cancel this entire thing;confirmation_cancel;en
cancel the entire thing;confirmation_cancel;en
can you stop it?;confirmation_cancel;en
can you cancel this?;confirmation_cancel;en
cancel this;confirmation_cancel;en
i'd like to cancel;confirmation_cancel;en
but can you still cancel?;confirmation_cancel;en
but can you cancel it?;confirmation_cancel;en
no?;confirmation_no;en
what about no?;confirmation_no;en
don't do that;confirmation_no;en
i don't want it;confirmation_no;en
i don't want that;confirmation_no;en
i disagree with you;confirmation_no;en
i don't agree;confirmation_no;en
i disagree;confirmation_no;en
but i disagree;confirmation_no;en
i don't think so;confirmation_no;en
but i don't think so;confirmation_no;en
i said no;confirmation_no;en
but not today;confirmation_no;en
i don't want to do it;confirmation_no;en
i don't want to;confirmation_no;en
no i wouldn't;confirmation_no;en
no please;confirmation_no;en
not now thanks;confirmation_no;en
no need to thank you;confirmation_no;en
can you wait?;dialog_hold_on;en
don't go too fast;dialog_hold_on;en
don't hurry;dialog_hold_on;en
wanna hug you;dialog_hug;en
do you want a hug?;dialog_hug;en
can i hug you?;dialog_hug;en
i'd like to hug you;dialog_hug;en
could you please hug me?;dialog_hug;en
could you hug me;dialog_hug;en
could you hug me?;dialog_hug;en
can you give me a hug?;dialog_hug;en
i'd like a hug;dialog_hug;en
i want a hug;dialog_hug;en
i don't care about it;dialog_i_do_not_care;en
i don't care;dialog_i_do_not_care;en
that shouldn't concern me;dialog_i_do_not_care;en
i shouldn't care;dialog_i_do_not_care;en
i shouldn't care about this;dialog_i_do_not_care;en
it doesn't bother me;dialog_i_do_not_care;en
i don't care a lot;dialog_i_do_not_care;en
i don't care at all;dialog_i_do_not_care;en
you don't care?;dialog_i_do_not_care;en
the fact that i'm not too concerned;dialog_i_do_not_care;en
please excuse me;dialog_sorry;en
i'm sorry;dialog_sorry;en
i apologize to you;dialog_sorry;en
i apologize;dialog_sorry;en
i'm so sorry;dialog_sorry;en
oh my apologies;dialog_sorry;en
you should excuse me;dialog_sorry;en
i'd like to give you an apology;dialog_sorry;en
i beg your forgiveness;dialog_sorry;en
i'm asking for your pardon;dialog_sorry;en
i beg your pardon;dialog_sorry;en
i said i'm sorry;dialog_sorry;en
apologize for the inconvenience;dialog_sorry;en
you're supposed to forgive me;dialog_sorry;en
please forgive me;dialog_sorry;en
i'd like to say sorry;dialog_sorry;en
i want to say i'm sorry;dialog_sorry;en
i just want to say i'm sorry;dialog_sorry;en
i just want to say sorry;dialog_sorry;en
i want to say sorry;dialog_sorry;en
ok i'm sorry;dialog_sorry;en
what exactly are you referring to;dialog_what_do_you_mean;en
is that what you mean?;dialog_what_do_you_mean;en
what exactly are you saying?;dialog_what_do_you_mean;en
but what do you mean?;dialog_what_do_you_mean;en
it wasn't right;dialog_wrong;en
so it's not what i asked;dialog_wrong;en
that's not what i asked;dialog_wrong;en
that's the wrong thing;dialog_wrong;en
there's a mistake;dialog_wrong;en
it's just wrong;dialog_wrong;en
it's not correct;dialog_wrong;en
that's not correct;dialog_wrong;en
ahahh;emotions_ha_ha;en
ahahahah;emotions_ha_ha;en
ahahahaha;emotions_ha_ha;en
hahahahahaha;emotions_ha_ha;en
haha hahaha haha;emotions_ha_ha;en
hahaha hahahahaha;emotions_ha_ha;en
funny;emotions_ha_ha;en
very funny;emotions_ha_ha;en
 very funny;emotions_ha_ha;en
till the next time;greetings_bye;en
i have to go;greetings_bye;en
never mind;greetings_bye;en
so goodbye;greetings_bye;en
that's all for goodbye;greetings_bye;en
keep me alone;greetings_bye;en
let me be alone;greetings_bye;en
just leave me alone;greetings_bye;en
all right bye;greetings_bye;en
ok good bye;greetings_bye;en
i hope you have a good night;greetings_goodevening;en
tonight;greetings_goodevening;en
the morning;greetings_goodmorning;en
goodbye goodnight;greetings_goodnight;en
goodbye good night;greetings_goodnight;en
good night goodbye;greetings_goodnight;en
all right good night;greetings_goodnight;en
all right goodnight;greetings_goodnight;en
all right have a good night;greetings_goodnight;en
please sleep well;greetings_goodnight;en
nice day don't you think?;greetings_hello;en
a great day isn't it?;greetings_hello;en
it's a lovely day doesn't it?;greetings_hello;en
how's your morning going?;greetings_how_are_you;en
how is your morning so far?;greetings_how_are_you;en
what's your progress?;greetings_how_are_you;en
how's this going?;greetings_how_are_you;en
how're you doing?;greetings_how_are_you;en
how are you?;greetings_how_are_you;en
how is everything?;greetings_how_are_you;en
how are things going?;greetings_how_are_you;en
how are the things going?;greetings_how_are_you;en
are you okay?;greetings_how_are_you;en
are you fine?;greetings_how_are_you;en
how's the mood?;greetings_how_are_you;en
how's your mood?;greetings_how_are_you;en
what are you feeling like?;greetings_how_are_you;en
how are you today?;greetings_how_are_you;en
how do you do this?;greetings_how_are_you;en
how do you do it?;greetings_how_are_you;en
how's the situation?;greetings_how_are_you;en
how's it?;greetings_how_are_you;en
how it's going?;greetings_how_are_you;en
how is this going?;greetings_how_are_you;en
how's it going?;greetings_how_are_you;en
how's your night?;greetings_how_are_you;en
how's your evening?;greetings_how_are_you;en
how did the day go?;greetings_how_are_you;en
how was your day?;greetings_how_are_you;en
are you having a good day?;greetings_how_are_you;en
hope your day goes well;greetings_how_are_you;en
how's the life?;greetings_how_are_you;en
how's life?;greetings_how_are_you;en
i'm fine and you're fine;greetings_how_are_you;en
how's your life?;greetings_how_are_you;en
how is your life?;greetings_how_are_you;en
how's the day going?;greetings_how_are_you;en
how's your day going?;greetings_how_are_you;en
how is your morning going?;greetings_how_are_you;en
what's your day like?;greetings_how_are_you;en
how's your day gone?;greetings_how_are_you;en
what about you?;greetings_how_are_you;en
how about you?;greetings_how_are_you;en
how's your day?;greetings_how_are_you;en
nice to see you;greetings_nice_to_meet_you;en
i'm glad to meet you;greetings_nice_to_meet_you;en
nice to see you too;greetings_nice_to_meet_you;en
happy to see you;greetings_nice_to_meet_you;en
happy to meet you;greetings_nice_to_meet_you;en
i'm happy to see you;greetings_nice_to_meet_you;en
it's an honour to meet you;greetings_nice_to_meet_you;en
wonderful to meet you;greetings_nice_to_see_you;en
happy to see you;greetings_nice_to_see_you;en
what a pleasure to meet you;greetings_nice_to_see_you;en
how nice to see you;greetings_nice_to_see_you;en
glad to see you again;greetings_nice_to_see_you;en
it's nice talking to you;greetings_nice_to_talk_to_you;en
it was nice to talk with you;greetings_nice_to_talk_to_you;en
it's really nice to talk to you;greetings_nice_to_talk_to_you;en
i'm happy to talk to you;greetings_nice_to_talk_to_you;en
what a pleasure to chat with you;greetings_nice_to_talk_to_you;en
how nice to talk to you;greetings_nice_to_talk_to_you;en
what's your thought?;greetings_whatsup;en
what happened?;greetings_whatsup;en
what happened;greetings_whatsup;en
what's happened?;greetings_whatsup;en
what's going on here?;greetings_whatsup;en
what?;greetings_whatsup;en
i asked what's going on;greetings_whatsup;en
i said what's going on?;greetings_whatsup;en
i said what's going on;greetings_whatsup;en
i asked what's up?;greetings_whatsup;en
i said what's up;greetings_whatsup;en
then what is going on?;greetings_whatsup;en
and what's going on?;greetings_whatsup;en
then what's up?;greetings_whatsup;en
what's going on?;greetings_whatsup;en
what is going on?;greetings_whatsup;en
what's the crack?;greetings_whatsup;en
what's cooking?;greetings_whatsup;en
hey what's going on?;greetings_whatsup;en
hey what's up?;greetings_whatsup;en
i'm mad about this;user_angry;en
i'm angry and angry;user_angry;en
i am angry;user_angry;en
i'm mad;user_angry;en
i'm infuriated;user_angry;en
i'm enraged;user_angry;en
i'm upset;user_angry;en
i'm angry;user_angry;en
i'm furious;user_angry;en
i'm mad at you;user_angry;en
i'm angry at you;user_angry;en
i'm angry with you;user_angry;en
i am angry with you;user_angry;en
i'm crazy;user_angry;en
i'm so mad;user_angry;en
i am mad at you;user_angry;en
i'm back;user_back;en
i'm here again;user_back;en
here i am again;user_back;en
now here i am again;user_back;en
i got back there;user_back;en
i've come back;user_back;en
i have come back;user_back;en
i got back;user_back;en
i came back;user_back;en
i'm bored;user_bored;en
boring?;user_bored;en
i get bored;user_bored;en
i'm getting bored;user_bored;en
i am getting bored;user_bored;en
this is a boring thing;user_bored;en
it's boring;user_bored;en
it's a bit boring;user_bored;en
i'm overwhelmed;user_busy;en
i'm overloaded;user_busy;en
i don't have time;user_busy;en
i'm busy;user_busy;en
i'm flooded;user_busy;en
i'm so swamped;user_busy;en
i'm being swamped;user_busy;en
i'm swamped;user_busy;en
i have things to do;user_busy;en
i have something to do;user_busy;en
i have to do some work;user_busy;en
i have a job to do;user_busy;en
i have some work to do;user_busy;en
i work;user_busy;en
i'm a worker;user_busy;en
i'm working;user_busy;en
i don't have time to do this;user_busy;en
i don't have time for it;user_busy;en
i don't have time for this;user_busy;en
i'm an insomniac;user_can_not_sleep;en
i'm insomniac;user_can_not_sleep;en
i'm insomnious;user_can_not_sleep;en
i'm a sleepless mess;user_can_not_sleep;en
i'm sleepy;user_can_not_sleep;en
i'm sleepless;user_can_not_sleep;en
i can't sleep;user_can_not_sleep;en
i can't get any sleep;user_can_not_sleep;en
i'm not able to sleep;user_can_not_sleep;en
can't sleep at all;user_can_not_sleep;en
i can't fall asleep;user_can_not_sleep;en
i can't go to bed;user_can_not_sleep;en
i can't get to sleep;user_can_not_sleep;en
i can't have sleep;user_can_not_sleep;en
i am an insomniac;user_can_not_sleep;en
i am a insomniac;user_can_not_sleep;en
bad time to chat;user_does_not_want_to_talk;en
a bad time to talk;user_does_not_want_to_talk;en
i don't want to talk about that;user_does_not_want_to_talk;en
i don't want to talk;user_does_not_want_to_talk;en
stop talking;user_does_not_want_to_talk;en
i'm not going to talk to you;user_does_not_want_to_talk;en
i'm not talking to you;user_does_not_want_to_talk;en
i'm not going to talk to you anymore;user_does_not_want_to_talk;en
i'm not talking to you anymore;user_does_not_want_to_talk;en
i don't want to talk to you;user_does_not_want_to_talk;en
let's just stop talking for a minute;user_does_not_want_to_talk;en
i'm not happy to talk;user_does_not_want_to_talk;en
i'm not into chat;user_does_not_want_to_talk;en
i'm not in a mood to talk;user_does_not_want_to_talk;en
i'm not in the mood to talk;user_does_not_want_to_talk;en
i'm not in the mood for talk;user_does_not_want_to_talk;en
i'm not in the mood to chat;user_does_not_want_to_talk;en
i'm not in the mood for chatting;user_does_not_want_to_talk;en
i'm excited;user_excited;en
i am excited;user_excited;en
i'm very excited;user_excited;en
i'm really excited;user_excited;en
how excited i am;user_excited;en
i'm very excited about this;user_excited;en
i'm so excited;user_excited;en
i'm delighted;user_excited;en
i'm really thrilled;user_excited;en
i'm thrilled;user_excited;en
i'm excited to work with you;user_excited;en
i'm excited about working with you;user_excited;en
i'm excited about starting our friendship;user_excited;en
i'm excited to start our friendship;user_excited;en
i want to go to sleep;user_going_to_bed;en
i want to go to bed;user_going_to_bed;en
i'd like to go to sleep;user_going_to_bed;en
i'd like to go to bed;user_going_to_bed;en
the time to go to bed;user_going_to_bed;en
i'm going to bed;user_going_to_bed;en
i'm tired and i want to go to bed;user_going_to_bed;en
i'm a little tired i want to go to bed;user_going_to_bed;en
i'm a little tired and i want to go to bed;user_going_to_bed;en
go to bed;user_going_to_bed;en
i'm good;user_good;en
i do great;user_good;en
i'm doing pretty good;user_good;en
i'm doing so well;user_good;en
i'm doing great;user_good;en
i'm ok;user_good;en
i'm feeling good;user_good;en
i'm doing okay;user_good;en
i'm doing well;user_good;en
i'm doing fine;user_good;en
i do it;user_good;en
i'm doing good;user_good;en
i'm great thanks;user_good;en
i'm glad;user_happy;en
i'm happy;user_happy;en
i am happy;user_happy;en
if you are happy then so is i;user_happy;en
if you are happy then i'm happy;user_happy;en
if you're happy then i'm happy;user_happy;en
i'm happy for you;user_happy;en
i'm happy to help;user_happy;en
i have a birthday today;user_has_birthday;en
i celebrate my birthday today;user_has_birthday;en
i'm celebrating my birthday today;user_has_birthday;en
today's my birthday;user_has_birthday;en
today it's my birthday;user_has_birthday;en
i'm having my birthday today;user_has_birthday;en
my birthday;user_has_birthday;en
i have a birthday;user_has_birthday;en
i'm here now;user_here;en
i'm here;user_here;en
i am here;user_here;en
here i am;user_here;en
i'm already here;user_here;en
can you tell me if i'm here?;user_here;en
can you tell if i'm here?;user_here;en
can you tell me if i'm here or not?;user_here;en
can you tell if i'm here or not?;user_here;en
i'm just kidding;user_joking;en
i'm just saying;user_joking;en
i'm just joking;user_joking;en
i'm joking;user_joking;en
i am kidding;user_joking;en
i'm kidding;user_joking;en
i just'm trying to be funny;user_joking;en
i'm just funny;user_joking;en
i'm just having fun;user_joking;en
that was a joke;user_joking;en
just a joke;user_joking;en
i just thought it was a joke;user_joking;en
i just joked;user_joking;en
i was just joking;user_joking;en
i'm just making a joke;user_joking;en
that's a joke;user_joking;en
i'm doing it as a joke;user_joking;en
i'm just playing with you;user_joking;en
i like you;user_likes_agent;en
i think i like you;user_likes_agent;en
i like you too;user_likes_agent;en
but i like you;user_likes_agent;en
i like you very much;user_likes_agent;en
you're special for me;user_likes_agent;en
you know i like you;user_likes_agent;en
you're special to me;user_likes_agent;en
but i really like you;user_likes_agent;en
that's what i love about you;user_likes_agent;en
that's what i like about you;user_likes_agent;en
i like you as my friend;user_likes_agent;en
i like you as a friend;user_likes_agent;en
i told you i like you;user_likes_agent;en
i said i like you;user_likes_agent;en
i start liking you;user_likes_agent;en
i start to like you;user_likes_agent;en
i'm starting to like you;user_likes_agent;en
you're great and i like you;user_likes_agent;en
but i like u;user_likes_agent;en
of course i like you;user_likes_agent;en
but i like you very much;user_likes_agent;en
but i like you so much;user_likes_agent;en
you're funny and i like you;user_likes_agent;en
i 'd like to like you;user_likes_agent;en
i kind of like you;user_likes_agent;en
you're a special person to me;user_likes_agent;en
you're my special guy;user_likes_agent;en
i like you like that;user_likes_agent;en
i like it about you;user_likes_agent;en
i like that about you;user_likes_agent;en
but i like you just like you are;user_likes_agent;en
but i like you just how you are;user_likes_agent;en
but i like you just the way you are;user_likes_agent;en
you're so special for me;user_likes_agent;en
you are so special for me;user_likes_agent;en
because i like you;user_likes_agent;en
now i like you;user_likes_agent;en
i like you so much;user_likes_agent;en
i really like you;user_likes_agent;en
i'm lonely;user_lonely;en
i am very lonely;user_lonely;en
i'm very lonely;user_lonely;en
i'm so alone;user_lonely;en
i'm so lonely;user_lonely;en
i feel alone;user_lonely;en
i feel lonely;user_lonely;en
i'm feeling lonely;user_lonely;en
what do i look like?;user_looks_like;en
how should i look?;user_looks_like;en
how do i look?;user_looks_like;en
do i look good?;user_looks_like;en
you know what i look like?;user_looks_like;en
don't you know what i look like?;user_looks_like;en
do you know what i look like?;user_looks_like;en
can you see how i look?;user_looks_like;en
can you see what i'm like?;user_looks_like;en
can you see what i look like?;user_looks_like;en
what do you think i look like?;user_looks_like;en
i love you;user_loves_agent;en
i also love you;user_loves_agent;en
i love you too;user_loves_agent;en
i think i'm in love with you;user_loves_agent;en
i think i love you;user_loves_agent;en
you know i love you;user_loves_agent;en
i miss you;user_misses_agent;en
i miss you dearly;user_misses_agent;en
i missed you;user_misses_agent;en
what should i do to deal with it?;user_needs_advice;en
what should i do?;user_needs_advice;en
if anyone can help;user_needs_advice;en
if you have any suggestions;user_needs_advice;en
what are your suggestions?;user_needs_advice;en
what would you recommend?;user_needs_advice;en
what do you recommend?;user_needs_advice;en
give me advice;user_needs_advice;en
give me good advice;user_needs_advice;en
give me some advice;user_needs_advice;en
give me some wise advice;user_needs_advice;en
give me a good advice;user_needs_advice;en
i need advice on what to do;user_needs_advice;en
i need advice on this;user_needs_advice;en
i need help;user_needs_advice;en
i need advice;user_needs_advice;en
give me some tips?;user_needs_advice;en
you have a suggestion for me?;user_needs_advice;en
what advice do you have for me?;user_needs_advice;en
you have advice for me?;user_needs_advice;en
do you have advice for me?;user_needs_advice;en
do you have any advice for me?;user_needs_advice;en
tell me the best way;user_needs_advice;en
please advise me;user_needs_advice;en
i'd like your advice;user_needs_advice;en
can i ask your advice?;user_needs_advice;en
can i ask for your advice?;user_needs_advice;en
can you give me a little advice?;user_needs_advice;en
can you help me out?;user_needs_advice;en
can you give me some advice?;user_needs_advice;en
could you advise me?;user_needs_advice;en
can you advise me?;user_needs_advice;en
please help me;user_needs_advice;en
can you give me a suggestion?;user_needs_advice;en
can you give me advice?;user_needs_advice;en
could you offer advice?;user_needs_advice;en
can you provide any advice;user_needs_advice;en
can you offer advice?;user_needs_advice;en
can you offer any advice?;user_needs_advice;en
give me some advice about what to do;user_needs_advice;en
give me some advice about this;user_needs_advice;en
give me some advice about it;user_needs_advice;en
give me some advice about ;user_needs_advice;en
please help me with advice;user_needs_advice;en
i can use some advice;user_needs_advice;en
i could use some advice;user_needs_advice;en
i need a piece of advice from you;user_needs_advice;en
i need advice from you;user_needs_advice;en
i need an advice from you;user_needs_advice;en
i would like to get your advice;user_needs_advice;en
i ask you for your advice;user_needs_advice;en
i'm seeking your advice;user_needs_advice;en
i am seeking your advice;user_needs_advice;en
i seek your advice;user_needs_advice;en
what can you recommend?;user_needs_advice;en
what suggestions do you have for other people?;user_needs_advice;en
what suggestions would you give?;user_needs_advice;en
what advice would you give?;user_needs_advice;en
what do you think?;user_needs_advice;en
what would you suggest?;user_needs_advice;en
what do you suggest?;user_needs_advice;en
recommend some advice?;user_needs_advice;en
what's your advice?;user_needs_advice;en
what is your advice?;user_needs_advice;en
i'm sad;user_sad;en
i grieve;user_sad;en
i'm grieving;user_sad;en
i'm depressed;user_sad;en
i feel sad;user_sad;en
i'm feeling sad;user_sad;en
i'm frustrated;user_sad;en
i'm upset;user_sad;en
i am upset;user_sad;en
i'm just not happy;user_sad;en
i am unhappy;user_sad;en
i'm unhappy;user_sad;en
i have a bad day;user_sad;en
i'm having a bad day;user_sad;en
i want to cry;user_sad;en
i'm not happy about it;user_sad;en
i'm not happy;user_sad;en
i'm sleepy;user_sleepy;en
i want to sleep;user_sleepy;en
i am going to sleep;user_sleepy;en
i'm trying to fall asleep;user_sleepy;en
i'm falling asleep;user_sleepy;en
i sleep;user_sleepy;en
i'm sleeping;user_sleepy;en
i test you;user_testing_agent;en
i'm trying to test you;user_testing_agent;en
i'm testing you;user_testing_agent;en
can i test you?;user_testing_agent;en
i want to test you;user_testing_agent;en
i just'm trying to test it on you;user_testing_agent;en
lets try it out;user_testing_agent;en
testing the chatbot;user_testing_agent;en
testing a chatbot;user_testing_agent;en
testing chatbots;user_testing_agent;en
i'm exhausted;user_tired;en
i'm depleted;user_tired;en
i'm drained;user_tired;en
i'm too busy;user_tired;en
i've been so overworked;user_tired;en
i'm overworked;user_tired;en
i've overworked;user_tired;en
i'm tired;user_tired;en
i am tired;user_tired;en
i get tired;user_tired;en
i become weary;user_tired;en
i get weary;user_tired;en
i grow weary;user_tired;en
i'm wiped out;user_tired;en
i'm getting tired;user_tired;en
i feel tired;user_tired;en
i'm waiting;user_waits;en
we wait;user_waits;en
we're waiting;user_waits;en
i'll wait;user_waits;en
can't wait;user_waits;en
i can't wait;user_waits;en
i can't wait anymore;user_waits;en
how long do i wait?;user_waits;en
how long do i have to wait?;user_waits;en
i'll miss you;user_wants_to_see_agent_again;en
can i see you again?;user_wants_to_see_agent_again;en
i just want to talk;user_wants_to_talk;en
let's talk about something;user_wants_to_talk;en
let's do a conversation;user_wants_to_talk;en
let's have some discussions;user_wants_to_talk;en
can i speak?;user_wants_to_talk;en
can i start to speak?;user_wants_to_talk;en
can i start speaking?;user_wants_to_talk;en
can we speak?;user_wants_to_talk;en
can we talk?;user_wants_to_talk;en
let's talk about it;user_wants_to_talk;en
i'd like to talk to you;user_wants_to_talk;en
i want to talk to you;user_wants_to_talk;en
i have to talk to you;user_wants_to_talk;en
i need to talk to you;user_wants_to_talk;en
i'd like to talk with you;user_wants_to_talk;en
i want to talk with you;user_wants_to_talk;en
i want to speak to you;user_wants_to_talk;en
i want to speak with you;user_wants_to_talk;en
can we chat?;user_wants_to_talk;en
i'll come back with you in a minute;user_will_be_back;en
i'll get back to you;user_will_be_back;en
i'll be back with you in a minute;user_will_be_back;en
i'll come back to you in a minute;user_will_be_back;en
i promise i'll come back;user_will_be_back;en
i promise to come back;user_will_be_back;en
i'll be back in a couple of minutes;user_will_be_back;en
i'll be back in a few minutes;user_will_be_back;en
